_id,Date & Time,Category,Location
65c9a474da14d7fbdcea7429,24-02-12 10:24:12,truck,E:/OBJECT DETECTION/yolov8counting-trackingvehicles-main/yolov8counting-trackingvehicles-main/Images/109.jpg
65c9a475da14d7fbdcea742b,24-02-12 10:24:13,truck,E:/OBJECT DETECTION/yolov8counting-trackingvehicles-main/yolov8counting-trackingvehicles-main/Images/110.jpg
65c9a475da14d7fbdcea742d,24-02-12 10:24:13,truck,E:/OBJECT DETECTION/yolov8counting-trackingvehicles-main/yolov8counting-trackingvehicles-main/Images/111.jpg
65c9a477da14d7fbdcea742f,24-02-12 10:24:15,motorcycle,E:/OBJECT DETECTION/yolov8counting-trackingvehicles-main/yolov8counting-trackingvehicles-main/Images/112.jpg
65c9a477da14d7fbdcea7431,24-02-12 10:24:15,motorcycle,E:/OBJECT DETECTION/yolov8counting-trackingvehicles-main/yolov8counting-trackingvehicles-main/Images/113.jpg
65c9a478da14d7fbdcea7433,24-02-12 10:24:16,bus,E:/OBJECT DETECTION/yolov8counting-trackingvehicles-main/yolov8counting-trackingvehicles-main/Images/114.jpg
65c9a478da14d7fbdcea7435,24-02-12 10:24:16,motorcycle,E:/OBJECT DETECTION/yolov8counting-trackingvehicles-main/yolov8counting-trackingvehicles-main/Images/115.jpg
65c9a479da14d7fbdcea7437,24-02-12 10:24:17,truck,E:/OBJECT DETECTION/yolov8counting-trackingvehicles-main/yolov8counting-trackingvehicles-main/Images/116.jpg
65c9a47fda14d7fbdcea7439,24-02-12 10:24:23,,E:/OBJECT DETECTION/yolov8counting-trackingvehicles-main/yolov8counting-trackingvehicles-main/Images/117.jpg
65c9a497da14d7fbdcea743b,24-02-12 10:24:47,,E:/OBJECT DETECTION/yolov8counting-trackingvehicles-main/yolov8counting-trackingvehicles-main/Images/118.jpg
65c9a497da14d7fbdcea743d,24-02-12 10:24:47,,E:/OBJECT DETECTION/yolov8counting-trackingvehicles-main/yolov8counting-trackingvehicles-main/Images/119.jpg
65c9a498da14d7fbdcea743f,24-02-12 10:24:48,,E:/OBJECT DETECTION/yolov8counting-trackingvehicles-main/yolov8counting-trackingvehicles-main/Images/120.jpg
65c9a498da14d7fbdcea7441,24-02-12 10:24:48,truck,E:/OBJECT DETECTION/yolov8counting-trackingvehicles-main/yolov8counting-trackingvehicles-main/Images/121.jpg
65c9a4a4da14d7fbdcea7443,24-02-12 10:25:00,car,E:/OBJECT DETECTION/yolov8counting-trackingvehicles-main/yolov8counting-trackingvehicles-main/Images/122.jpg
65c9a4a5da14d7fbdcea7445,24-02-12 10:25:01,truck,E:/OBJECT DETECTION/yolov8counting-trackingvehicles-main/yolov8counting-trackingvehicles-main/Images/123.jpg
65c9a4a9da14d7fbdcea7447,24-02-12 10:25:05,bicycle,E:/OBJECT DETECTION/yolov8counting-trackingvehicles-main/yolov8counting-trackingvehicles-main/Images/124.jpg
65c9a4aada14d7fbdcea7449,24-02-12 10:25:06,,E:/OBJECT DETECTION/yolov8counting-trackingvehicles-main/yolov8counting-trackingvehicles-main/Images/125.jpg
65c9a4aada14d7fbdcea744b,24-02-12 10:25:06,truck,E:/OBJECT DETECTION/yolov8counting-trackingvehicles-main/yolov8counting-trackingvehicles-main/Images/126.jpg
65c9a4acda14d7fbdcea744d,24-02-12 10:25:08,truck,E:/OBJECT DETECTION/yolov8counting-trackingvehicles-main/yolov8counting-trackingvehicles-main/Images/127.jpg
65c9a4b0da14d7fbdcea744f,24-02-12 10:25:12,traffic light,E:/OBJECT DETECTION/yolov8counting-trackingvehicles-main/yolov8counting-trackingvehicles-main/Images/128.jpg
65c9a4b0da14d7fbdcea7451,24-02-12 10:25:12,,E:/OBJECT DETECTION/yolov8counting-trackingvehicles-main/yolov8counting-trackingvehicles-main/Images/129.jpg
65c9a4b1da14d7fbdcea7453,24-02-12 10:25:13,traffic light,E:/OBJECT DETECTION/yolov8counting-trackingvehicles-main/yolov8counting-trackingvehicles-main/Images/130.jpg
65c9a4b7da14d7fbdcea7455,24-02-12 10:25:19,car,E:/OBJECT DETECTION/yolov8counting-trackingvehicles-main/yolov8counting-trackingvehicles-main/Images/131.jpg
65c9a4b7da14d7fbdcea7457,24-02-12 10:25:19,car,E:/OBJECT DETECTION/yolov8counting-trackingvehicles-main/yolov8counting-trackingvehicles-main/Images/132.jpg
65c9a4b7da14d7fbdcea7459,24-02-12 10:25:19,,E:/OBJECT DETECTION/yolov8counting-trackingvehicles-main/yolov8counting-trackingvehicles-main/Images/133.jpg
65c9a4b8da14d7fbdcea745b,24-02-12 10:25:20,car,E:/OBJECT DETECTION/yolov8counting-trackingvehicles-main/yolov8counting-trackingvehicles-main/Images/134.jpg
65c9a4b8da14d7fbdcea745d,24-02-12 10:25:20,car,E:/OBJECT DETECTION/yolov8counting-trackingvehicles-main/yolov8counting-trackingvehicles-main/Images/135.jpg
65c9a4bada14d7fbdcea745f,24-02-12 10:25:22,,E:/OBJECT DETECTION/yolov8counting-trackingvehicles-main/yolov8counting-trackingvehicles-main/Images/136.jpg
65c9a4bbda14d7fbdcea7461,24-02-12 10:25:23,car,E:/OBJECT DETECTION/yolov8counting-trackingvehicles-main/yolov8counting-trackingvehicles-main/Images/137.jpg
65c9a4bbda14d7fbdcea7463,24-02-12 10:25:23,,E:/OBJECT DETECTION/yolov8counting-trackingvehicles-main/yolov8counting-trackingvehicles-main/Images/138.jpg
65c9a4bcda14d7fbdcea7465,24-02-12 10:25:24,,E:/OBJECT DETECTION/yolov8counting-trackingvehicles-main/yolov8counting-trackingvehicles-main/Images/139.jpg
